date,instrument,maturity,observation,value,currency
2021-01-04T00:00:00.000Z,CBOT.ZS,F2021,High,1349.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2021,Low,1306.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2021,Settle,1316.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2021,High,1349.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2021,Low,1301,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2021,Settle,1313,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2021,High,1345.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2021,Low,1298.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2021,Settle,1311.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2021,High,1336.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2021,Low,1291,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2021,Settle,1303.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2021,High,1297,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2021,Low,1254.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2021,Settle,1265,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2021,High,1199,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2021,Low,1162,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2021,Settle,1171.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2021,High,1147,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2021,Low,1111.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2021,Settle,1120.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2022,High,1142.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2022,Low,1110,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2022,Settle,1117.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2022,High,1117.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2022,Low,1090,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2022,Settle,1096.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2022,High,1106.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2022,Low,1085.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2022,Settle,1089.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2022,High,1105.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2022,Low,1082.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2022,Settle,1087.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2022,High,1077.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2022,Low,1077.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2022,Settle,1077.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2022,High,1047.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2022,Low,1047.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2022,Settle,1047.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2022,High,1039,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2022,Low,1019.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2022,Settle,1023,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2023,High,1025.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2023,Low,1025.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,F2023,Settle,1025.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2023,High,1026.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2023,Low,1026.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,H2023,Settle,1026.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2023,High,1026.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2023,Low,1026.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,K2023,Settle,1026.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2023,High,1025.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2023,Low,1025.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2023,Settle,1025.25,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2023,High,1021.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2023,Low,1021.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,Q2023,Settle,1021.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2023,High,1021.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2023,Low,1021.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,U2023,Settle,1021.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2023,High,1030,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2023,Low,1009.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2023,Settle,1009.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2024,High,1009.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2024,Low,1009.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,N2024,Settle,1009.75,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2024,High,1009.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2024,Low,1009.5,USD
2021-01-04T00:00:00.000Z,CBOT.ZS,X2024,Settle,1009.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2021,High,1373.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2021,Low,1319.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2021,Settle,1350,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2021,High,1373.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2021,Low,1313.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2021,Settle,1347,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2021,High,1371.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2021,Low,1312,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2021,Settle,1346.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2021,High,1358.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2021,Low,1302.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2021,Settle,1335.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2021,High,1315.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2021,Low,1267.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2021,Settle,1294.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2021,High,1216.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2021,Low,1170.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2021,Settle,1198.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2021,High,1159.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2021,Low,1119,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2021,Settle,1141.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2022,High,1155.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2022,Low,1117.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2022,Settle,1137.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2022,High,1132,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2022,Low,1096.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2022,Settle,1115.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2022,High,1122,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2022,Low,1102,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2022,Settle,1107.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2022,High,1118,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2022,Low,1092.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2022,Settle,1106,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2022,High,1105.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2022,Low,1096.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2022,Settle,1096.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2022,High,1076.75,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2022,Low,1067.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2022,Settle,1067.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2022,High,1051.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2022,Low,1030.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2022,Settle,1043.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2023,High,1045.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2023,Low,1045.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,F2023,Settle,1045.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2023,High,1047.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2023,Low,1047.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,H2023,Settle,1047.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2023,High,1047.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2023,Low,1047.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,K2023,Settle,1047.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2023,High,1046.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2023,Low,1046.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2023,Settle,1046.5,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2023,High,1043,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2023,Low,1043,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,Q2023,Settle,1043,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2023,High,1043,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2023,Low,1043,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,U2023,Settle,1043,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2023,High,1035,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2023,Low,1028.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2023,Settle,1028.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2024,High,1028.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2024,Low,1028.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,N2024,Settle,1028.25,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2024,High,1028,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2024,Low,1028,USD
2021-01-05T00:00:00.000Z,CBOT.ZS,X2024,Settle,1028,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2021,High,1376.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2021,Low,1359.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2021,Settle,1365.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2021,High,1378.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2021,Low,1354.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2021,Settle,1361.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2021,High,1376.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2021,Low,1353.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2021,Settle,1360.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2021,High,1363.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2021,Low,1341.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2021,Settle,1347,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2021,High,1320.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2021,Low,1296.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2021,Settle,1304.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2021,High,1221.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2021,Low,1203,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2021,Settle,1210.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2021,High,1163.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2021,Low,1142.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2021,Settle,1153.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2022,High,1159,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2022,Low,1139.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2022,Settle,1150.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2022,High,1134.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2022,Low,1116.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2022,Settle,1127.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2022,High,1126,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2022,Low,1115,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2022,Settle,1120.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2022,High,1124.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2022,Low,1114,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2022,Settle,1118.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2022,High,1108.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2022,Low,1108.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2022,Settle,1108.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2022,High,1079,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2022,Low,1077,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2022,Settle,1079,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2022,High,1061.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2022,Low,1045,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2022,Settle,1055,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2023,High,1057,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2023,Low,1057,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,F2023,Settle,1057,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2023,High,1059,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2023,Low,1059,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,H2023,Settle,1059,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2023,High,1059,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2023,Low,1059,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,K2023,Settle,1059,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2023,High,1060,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2023,Low,1060,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2023,Settle,1060,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2023,High,1055.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2023,Low,1055.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,Q2023,Settle,1055.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2023,High,1055.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2023,Low,1055.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,U2023,Settle,1055.25,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2023,High,1038.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2023,Low,1035,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2023,Settle,1037.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2024,High,1037.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2024,Low,1037.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,N2024,Settle,1037.75,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2024,High,1037.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2024,Low,1037.5,USD
2021-01-06T00:00:00.000Z,CBOT.ZS,X2024,Settle,1037.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2021,High,1368,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2021,Low,1347,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2021,Settle,1360.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2021,High,1369,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2021,Low,1342,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2021,Settle,1355.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2021,High,1367.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2021,Low,1341,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2021,Settle,1353.75,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2021,High,1354.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2021,Low,1329,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2021,Settle,1341.75,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2021,High,1311.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2021,Low,1287.75,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2021,Settle,1298.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2021,High,1218.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2021,Low,1197.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2021,Settle,1207,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2021,High,1163,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2021,Low,1144,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2021,Settle,1153,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2022,High,1160,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2022,Low,1141.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2022,Settle,1150.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2022,High,1135.75,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2022,Low,1118.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2022,Settle,1128,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2022,High,1128,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2022,Low,1111,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2022,Settle,1121,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2022,High,1126,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2022,Low,1111,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2022,Settle,1120,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2022,High,1110,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2022,Low,1107,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2022,Settle,1110,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2022,High,1081,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2022,Low,1081,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2022,Settle,1081,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2022,High,1063.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2022,Low,1049,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2022,Settle,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2023,High,1059.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2023,Low,1059.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,F2023,Settle,1059.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2023,High,1061.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2023,Low,1044,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,H2023,Settle,1061.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2023,High,1061.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2023,Low,1061.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,K2023,Settle,1061.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2023,High,1062.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2023,Low,1062.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2023,Settle,1062.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2023,High,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2023,Low,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,Q2023,Settle,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2023,High,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2023,Low,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,U2023,Settle,1057.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2023,High,1039.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2023,Low,1039.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2023,Settle,1039.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2024,High,1039.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2024,Low,1039.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,N2024,Settle,1039.5,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2024,High,1039.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2024,Low,1039.25,USD
2021-01-07T00:00:00.000Z,CBOT.ZS,X2024,Settle,1039.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2021,High,1383.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2021,Low,1366,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2021,Settle,1375.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2021,High,1386,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2021,Low,1348.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2021,Settle,1374.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2021,High,1382.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2021,Low,1347,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2021,Settle,1371.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2021,High,1368.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2021,Low,1335.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2021,Settle,1358,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2021,High,1320.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2021,Low,1292.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2021,Settle,1312,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2021,High,1225.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2021,Low,1201.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2021,Settle,1218.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2021,High,1169.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2021,Low,1147.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2021,Settle,1161.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2022,High,1167.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2022,Low,1145.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2022,Settle,1158.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2022,High,1146.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2022,Low,1122.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2022,Settle,1135.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2022,High,1140.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2022,Low,1115.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2022,Settle,1129.25,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2022,High,1138.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2022,Low,1114.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2022,Settle,1127,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2022,High,1122,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2022,Low,1116.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2022,Settle,1116.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2022,High,1087.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2022,Low,1087.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2022,Settle,1087.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2022,High,1074,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2022,Low,1053.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2022,Settle,1063,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2023,High,1065.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2023,Low,1065.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,F2023,Settle,1065.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2023,High,1066,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2023,Low,1066,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,H2023,Settle,1066,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2023,High,1066,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2023,Low,1066,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,K2023,Settle,1066,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2023,High,1066.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2023,Low,1066.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2023,Settle,1066.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2023,High,1061.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2023,Low,1061.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,Q2023,Settle,1061.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2023,High,1061.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2023,Low,1061.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,U2023,Settle,1061.75,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2023,High,1050,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2023,Low,1040,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2023,Settle,1041.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2024,High,1041.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2024,Low,1041.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,N2024,Settle,1041.5,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2024,High,1041,USD
2021-01-08T00:00:00.000Z,CBOT.ZS,X2024,Low,1041,USD
